SiteProvince,DistrictName,EpiWeek,SampleCollectionDate,LabNumber,Sequence_ID,SiteName
Western Cape,Cape Town MM,16.0,2024-04-16,ENV-COV-24-0750,ENV-COV-24-0750,Zandvleit Wastewater Treatment Works
Eastern Cape,Buffalo City MM,16.0,2024-04-16,ENV-COV-24-0752,ENV-COV-24-0752,Mdantsane Wastewater Treatment Works
Gauteng,Ekurhuleni MM,16.0,2024-04-18,ENV-COV-24-0753,ENV-COV-24-0753,Midstream
Gauteng,Ekurhuleni MM,16.0,2024-04-18,ENV-COV-24-0754,ENV-COV-24-0754,Olifantsfontein
Gauteng,Ekurhuleni MM,16.0,2024-04-18,ENV-COV-24-0756,ENV-COV-24-0756,Tembisa Hospital East and West
Gauteng,Ekurhuleni MM,16.0,2024-04-18,ENV-COV-24-0758,ENV-COV-24-0758,Namane Drive
Gauteng,Ekurhuleni MM,16.0,2024-04-18,ENV-COV-24-0759,ENV-COV-24-0759,Sasol Garage
Gauteng,Tshwane MM,16.0,2024-04-19,ENV-COV-24-0760,ENV-COV-24-0760,Daspoort Wastewater Treatment Works
North West,Ngaka Modiri Molema DM,16.0,2024-04-16,ENV-COV-24-0761,ENV-COV-24-0761,Mmabatho Water Treatment Works
North West,Bojanala Platinum DM,16.0,2024-04-17,ENV-COV-24-0763,ENV-COV-24-0763,Rustenburg Wastewater Treatment Works
North West,Bojanala Platinum DM,16.0,2024-04-17,ENV-COV-24-0764,ENV-COV-24-0764,Boitekong
Gauteng,Tshwane MM,16.0,2024-04-19,ENV-COV-24-0766,ENV-COV-24-0766,Kalafong Hospital
Gauteng,Tshwane MM,16.0,2024-04-19,ENV-COV-24-0767,ENV-COV-24-0767,Atteridgeville Train Station
Gauteng,Tshwane MM,16.0,2024-04-19,ENV-COV-24-0768,ENV-COV-24-0768,Vergenoeg
Eastern Cape,Nelson Mandela Bay MM,16.0,2024-04-15,ENV-COV-24-0770,ENV-COV-24-0770,Brickfield Pre-treatment Works
KwaZulu-Natal,Umkhanyakude DM,16.0,2024-04-17,ENV-COV-24-0771,ENV-COV-24-0771,Manguzi Wastewater Treatment Plant
Northern Cape,Frances Baard DM,16.0,2024-04-17,ENV-COV-24-0773,ENV-COV-24-0773,Homevale Kimberley
Gauteng,Ekurhuleni MM,17.0,2024-04-22,ENV-COV-24-0775,ENV-COV-24-0775,Midstream
Gauteng,Ekurhuleni MM,17.0,2024-04-22,ENV-COV-24-0776,ENV-COV-24-0776,Olifantsfontein
KwaZulu-Natal,Ethekwini MM,17.0,2024-04-22,ENV-COV-24-0782,ENV-COV-24-0782,Central Wastewater Treatment Works (KZN)
Gauteng,Tshwane MM,16.0,2024-04-17,ENV-COV-24-0783,ENV-COV-24-0783,Rooiwal Wastewater Treatment Works
Gauteng,Tshwane MM,17.0,2024-04-23,ENV-COV-24-0784,ENV-COV-24-0784,Daspoort Wastewater Treatment Works
Gauteng,Tshwane MM,17.0,2024-04-23,ENV-COV-24-0785,ENV-COV-24-0785,SAPS Training College
Gauteng,Tshwane MM,17.0,2024-04-23,ENV-COV-24-0786,ENV-COV-24-0786,Kalafong Hospital
Gauteng,Tshwane MM,17.0,2024-04-23,ENV-COV-24-0787,ENV-COV-24-0787,Atteridgeville Train Station
Gauteng,Tshwane MM,17.0,2024-04-23,ENV-COV-24-0788,ENV-COV-24-0788,Vergenoeg
Gauteng,Tshwane MM,17.0,2024-04-23,ENV-COV-24-0789,ENV-COV-24-0789,Groenkloof
Gauteng,Johannesburg MM,17.0,2024-04-23,ENV-COV-24-0790,ENV-COV-24-0790,Tembisa Hospital East and West
Gauteng,Johannesburg MM,17.0,2024-04-24,ENV-COV-24-0792,ENV-COV-24-0792,Motsoaledi
KwaZulu-Natal,Ethekwini MM,17.0,2024-04-22,ENV-COV-24-0793,ENV-COV-24-0793,Northern Wastewater Treatment Works (KZN)
Mpumalanga,Ehlanzeni DM,17.0,2024-04-22,ENV-COV-24-0794,ENV-COV-24-0794,Komatipoort Sewage plant
Gauteng,Johannesburg MM,17.0,2024-04-24,ENV-COV-24-0795,ENV-COV-24-0795,Klipsruit Yard (Before tunnel)
Gauteng,Johannesburg MM,17.0,2024-04-24,ENV-COV-24-0796,ENV-COV-24-0796,Klipspruit Veggies (After tunnel)
Gauteng,Johannesburg MM,17.0,2024-04-24,ENV-COV-24-0797,ENV-COV-24-0797,Bushkoppies Inlet
Gauteng,Johannesburg MM,17.0,2024-04-24,ENV-COV-24-0798,ENV-COV-24-0798,Bushkoppies Final
Gauteng,Johannesburg MM,17.0,2024-04-24,ENV-COV-24-0799,ENV-COV-24-0799,Goudkoppies Wastewater Treatment Works
Mpumalanga,Ehlanzeni DM,17.0,2024-04-22,ENV-COV-24-0800,ENV-COV-24-0800,Kingstonvale
Free State,Mangaung MM,17.0,2024-04-23,ENV-COV-24-0803,ENV-COV-24-0803,Bloemspruit Wastewater Treatment Works
Free State,Mangaung MM,17.0,2024-04-23,ENV-COV-24-0805,ENV-COV-24-0804,Sterkwater Wastewater Treatment Works
Eastern Cape,Buffalo City MM,17.0,2024-04-23,ENV-COV-24-0806,ENV-COV-24-0806,Mdantsane Wastewater Treatment Works
Gauteng,Tshwane MM,17.0,2024-04-24,ENV-COV-24-0807,ENV-COV-24-0807,Rooiwal Wastewater Treatment Works
Western Cape,Cape Town MM,17.0,2024-04-23,ENV-COV-24-0808,ENV-COV-24-0808,Borcherds Quarry Wastewater Treatment Works
Gauteng,Ekurhuleni MM,17.0,2024-04-25,ENV-COV-24-0810,ENV-COV-24-0810,Olifantsfontein
Gauteng,Ekurhuleni MM,17.0,2024-04-25,ENV-COV-24-0811,ENV-COV-24-0811,Midstream
Gauteng,Ekurhuleni MM,17.0,2024-04-25,ENV-COV-24-0815,ENV-COV-24-0815,Namane Drive
North West,Bojanala Platinum DM,17.0,2024-04-24,ENV-COV-24-0818,ENV-COV-24-0818,Rustenburg Wastewater Treatment Works
Northern Cape,Frances Baard DM,17.0,2024-04-24,ENV-COV-24-0819,ENV-COV-24-0819,Homevale Kimberley
North West,Ngaka Modiri Molema DM,17.0,2024-04-23,ENV-COV-24-0820,ENV-COV-24-0820,Mahikeng Water Treatment Works
Gauteng,Tshwane MM,17.0,2024-04-26,ENV-COV-24-0822,ENV-COV-24-0822,SAPS Training College
Gauteng,Tshwane MM,17.0,2024-04-26,ENV-COV-24-0826,ENV-COV-24-0826,Groenkloof
Gauteng,Ekurhuleni MM,18.0,2024-04-29,ENV-COV-24-0831,ENV-COV-24-0831,Midstream
Gauteng,Ekurhuleni MM,18.0,2024-04-29,ENV-COV-24-0832,ENV-COV-24-0832,Olifantsfontein
Gauteng,Ekurhuleni MM,18.0,2024-04-29,ENV-COV-24-0833,ENV-COV-24-0833,Tembisa Mall
Gauteng,Ekurhuleni MM,18.0,2024-04-29,ENV-COV-24-0836,ENV-COV-24-0836,Namane Drive
Gauteng,Tshwane MM,28.0,2024-04-30,ENV-COV-24-0840,ENV-COV-24-0840,SAPS Training College
Gauteng,Tshwane MM,18.0,2024-04-30,ENV-COV-24-0844,ENV-COV-24-0844,Laudium
Gauteng,Tshwane MM,18.0,2024-04-30,ENV-COV-24-0845,ENV-COV-24-0845,Groenkloof
Gauteng,Ekurhuleni MM,18.0,2024-04-30,ENV-COV-24-0846,ENV-COV-24-0846,Northern Wastewater Treatment Works (GP)
Gauteng,Ekurhuleni MM,18.0,2024-04-30,ENV-COV-24-0847,ENV-COV-24-0847,Hartebeesfontein Waterworks
KwaZulu-Natal,Ethekwini MM,18.0,2024-04-28,ENV-COV-24-0849,ENV-COV-24-0849,Central Wastewater Treatment Works (KZN)
KwaZulu-Natal,Ethekwini MM,18.0,2024-04-28,ENV-COV-24-0850,ENV-COV-24-0850,Northern Wastewater Treatment Works (KZN)
Gauteng,Ekurhuleni MM,18.0,2024-05-02,ENV-COV-24-0855,ENV-COV-24-0855,Tembisa Hospital Downstream
Mpumalanga,Ehlanzeni DM,18.0,2024-05-02,ENV-COV-24-862,ENV-COV-24-0862,Kingstonvale
Western Cape,,18.0,2024-04-30,ENV-COV-24-0874,ENV-COV-24-0874,Borcherds Quarry Wastewater Treatment Works
Western Cape,,18.0,2024-04-30,ENV-COV-24-0875,ENV-COV-24-0875,Zandvleit Wastewater Treatment Works
Northern Cape,Frances Baard DM,18.0,2024-05-02,ENV-COV-24-0877,ENV-COV-24-0877,Homevale Kimberley
Gauteng,Umkhanyakude DM,18.0,2024-04-29,ENV-COV-24-0878,ENV-COV-24-0878,Jozini Wastewater Treatment Plant
Gauteng,Ekurhuleni MM,19.0,2024-05-06,ENV-COV-24-0880,ENV-COV-24-0880,Olifantsfontein
Gauteng,Ekurhuleni MM,19.0,2024-05-06,ENV-COV-24-0883,ENV-COV-24-0883,Tembisa Hospital Downstream
Gauteng,Tshwane MM,19.0,2024-05-07,ENV-COV-24-0891,ENV-COV-24-0891,Daspoort Wastewater Treatment Works
Gauteng,Tshwane MM,19.0,2024-05-07,ENV-COV-24-0894,ENV-COV-24-0894,Atteridgeville Train Station
Gauteng,Johannesburg MM,19.0,2024-05-08,ENV-COV-24-0898,ENV-COV-24-0898,Goudkoppies Wastewater Treatment Works
KwaZulu-Natal,Ethekwini MM,19.0,2024-05-06,ENV-COV-24-0900,ENV-COV-24-0900,Northern Wastewater Treatment Works (KZN)
Gauteng,Johannesburg MM,19.0,2024-05-07,ENV-COV-24-0901,ENV-COV-24-0901,Northern Wastewater Treatment Works (GP)
Gauteng,Johannesburg MM,19.0,2024-05-08,ENV-COV-24-0906,ENV-COV-24-0906,Bushkoppies Final
Free State,Mangaung MM,19.0,2024-05-07,ENV-COV-24-0910,ENV-COV-24-0910,Sterkwater Wastewater Treatment Works
Mpumalanga,Ehlanzeni DM,19.0,2024-05-06,ENV-COV-24-0913,ENV-COV-24-0913,Kingstonvale
Western Cape,Cape Town MM,19.0,2024-05-07,ENV-COV-24-0915,ENV-COV-24-0915,Borcherds Quarry Wastewater Treatment Works
Gauteng,Ekurhuleni MM,19.0,2024-05-09,ENV-COV-24-0917,ENV-COV-24-0917,Olifantsfontein
Gauteng,Ekurhuleni MM,19.0,2024-05-09,ENV-COV-24-0918,ENV-COV-24-0918,Midstream
Gauteng,Ekurhuleni MM,19.0,2024-05-09,ENV-COV-24-0922,ENV-COV-24-0922,Namane Drive
Gauteng,Ekurhuleni MM,19.0,2024-05-09,ENV-COV-24-0924,ENV-COV-24-0924,Sasol Garage
North West,Ngaka Modiri Molema DM,19.0,2024-05-07,ENV-COV-24-0926,ENV-COV-24-0926,Mmabatho Water Treatment Works
North West,Bojanala Platinum DM,19.0,2024-05-08,ENV-COV-24-0927,ENV-COV-24-0927,Rustenburg Wastewater Treatment Works
Gauteng,Ekurhuleni MM,19.0,2024-05-07,ENV-COV-24-0928,ENV-COV-24-0928,Hartebeesfontein Waterworks
Gauteng,Tshwane MM,19.0,2024-05-10,ENV-COV-24-0932,ENV-COV-24-0932,Atteridgeville Train Station
Gauteng,Tshwane MM,19.0,2024-05-10,ENV-COV-24-0934,ENV-COV-24-0934,Laudium
Gauteng,Tshwane MM,19.0,2024-05-10,ENV-COV-24-0935,ENV-COV-24-0935,Groenkloof
Northern Cape,Frances Baard DM,19.0,2024-05-09,ENV-COV-24-0937,ENV-COV-24-0937,Homevale Kimberley
Gauteng,Ekurhuleni MM,20.0,2024-05-13,ENV-COV-24-0940,ENV-COV-24-0940,Midstream
Gauteng,Ekurhuleni MM,20.0,2024-05-13,ENV-COV-24-0942,ENV-COV-24-0942,Tembisa Mall
Gauteng,Ekurhuleni MM,20.0,2024-05-13,ENV-COV-24-0946,ENV-COV-24-0946,Moloreng
Gauteng,Ekurhuleni MM,20.0,2024-05-13,ENV-COV-24-0947,ENV-COV-24-0947,Sasol Garage
Gauteng,Tshwane MM,19.0,2024-05-08,ENV-COV-24-0948,ENV-COV-24-0948,Rooiwal Wastewater Treatment Works
,,,,,ENV-COV-24-0949,
,,,,,ENV-COV-24-0951,
,,,,,ENV-COV-24-0955,
,,,,,ENV-COV-24-0956,
Western Cape,Cape Town MM,15.0,2021-04-12,ENV-NIC-21-0146,ENV-NIC-21-0146,Zandvleit Wastewater Treatment Works
KwaZulu-Natal,Ethekwini MM,17.0,2021-04-26,ENV-NIC-21-0168,ENV-NIC-21-0168,Northern Wastewater Treatment Works (KZN)
KwaZulu-Natal,Ethekwini MM,21.0,2021-05-24,ENV-NIC-21-0207,ENV-NIC-21-0207,Central Wastewater Treatment Works (KZN)
Free State,Mangaung MM,21.0,2021-05-25,ENV-NIC-21-0208,ENV-NIC-21-0208,Sterkwater Wastewater Treatment Works
Free State,Mangaung MM,21.0,2021-05-25,ENV-NIC-21-0209,ENV-NIC-21-0209,Bloemspruit Wastewater Treatment Works
Gauteng,Tshwane MM,40.0,2021-10-05,ENV-NIC-21-483,ENV-NIC-21-483,Daspoort Wastewater Treatment Works
KwaZulu-Natal,Ethekwini MM,47.0,2021-11-22,ENV-NIC-21-594,ENV-NIC-21-594,Northern Wastewater Treatment Works (KZN)
Gauteng,Johannesburg MM,49.0,2021-12-07,ENV-NIC-21-616,ENV-NIC-21-616,Northern Wastewater Treatment Works (GP)
Gauteng,Tshwane MM,49.0,2021-12-07,ENV-NIC-21-618,ENV-NIC-21-618,Daspoort Wastewater Treatment Works
Eastern Cape,Buffalo City MM,49.0,2021-12-07,ENV-NIC-21-635,ENV-NIC-21-635,East Bank Wastewater Treatment Works
Western Cape,Cape Town MM,50.0,2021-12-13,ENV-NIC-21-644,ENV-NIC-21-644,Zandvleit Wastewater Treatment Works
Western Cape,Cape Town MM,50.0,2021-12-13,ENV-NIC-21-645,ENV-NIC-21-645,Borcherds Quarry Wastewater Treatment Works
Free State,Mangaung MM,51.0,2021-12-21,ENV-NIC-21-661,ENV-NIC-21-661,Sterkwater Wastewater Treatment Works
Free State,Mangaung MM,51.0,2021-12-21,ENV-NIC-21-662,ENV-NIC-21-662,Bloemspruit Wastewater Treatment Works
Eastern Cape,Nelson Mandela Bay MM,50.0,2021-12-14,ENV-NIC-21-663,ENV-NIC-21-663,Brickfield Pre-treatment Works
Eastern Cape,Nelson Mandela Bay MM,50.0,2021-12-14,ENV-NIC-21-664,ENV-NIC-21-664,Kwanobuhle Wastewater Treatment Works
Free State,Mangaung MM,3.0,2022-01-18,ENV-NIC-22-0022,ENV-NIC-22-0022,Bloemspruit Wastewater Treatment Works
Free State,Mangaung MM,3.0,2022-01-18,ENV-NIC-22-0023,ENV-NIC-22-0023,Sterkwater Wastewater Treatment Works
Gauteng,Ekurhuleni MM,4.0,2022-01-24,ENV-NIC-22-0024,ENV-NIC-22-0024,ERWAT Vlakplaat Wastewater Treatment Works
Gauteng,Johannesburg MM,4.0,2022-01-24,ENV-NIC-22-0025,ENV-NIC-22-0025,Goudkoppies Wastewater Treatment Works
KwaZulu-Natal,Ethekwini MM,4.0,2022-01-24,ENV-NIC-22-0028,ENV-NIC-22-0028,Northern Wastewater Treatment Works (KZN)
KwaZulu-Natal,Ethekwini MM,4.0,2022-01-24,ENV-NIC-22-0029,ENV-NIC-22-0029,Central Wastewater Treatment Works (KZN)
Gauteng,Tshwane MM,4.0,2022-01-25,ENV-NIC-22-0033,ENV-NIC-22-0033,Rooiwal Wastewater Treatment Works
Gauteng,Ekurhuleni MM,5.0,2022-02-01,ENV-NIC-22-0043,ENV-NIC-22-0043,Hartebeesfontein Waterworks
Gauteng,Tshwane MM,5.0,2022-02-01,ENV-NIC-22-0044,ENV-NIC-22-0044,Daspoort Wastewater Treatment Works
Gauteng,Johannesburg MM,5.0,2022-02-02,ENV-NIC-22-0045,ENV-NIC-22-0045,Northern Wastewater Treatment Works (GP)
Gauteng,Tshwane MM,1.0,2022-01-04,ENV-NIC-22-005,ENV-NIC-22-005,Daspoort Wastewater Treatment Works
Western Cape,Cape Town MM,6.0,2022-02-07,ENV-NIC-22-0052,ENV-NIC-22-0052,Borcherds Quarry Wastewater Treatment Works
Western Cape,Cape Town MM,6.0,2022-02-07,ENV-NIC-22-0053,ENV-NIC-22-0053,Zandvleit Wastewater Treatment Works
Eastern Cape,Buffalo City MM,6.0,2022-02-08,ENV-NIC-22-0054,ENV-NIC-22-0054,Mdantsane Wastewater Treatment Works
Gauteng,Ekurhuleni MM,1.0,2022-01-04,ENV-NIC-22-006,ENV-NIC-22-006,Hartebeesfontein Waterworks
Free State,Mangaung MM,7.0,2022-02-15,ENV-NIC-22-0067,ENV-NIC-22-0067,Bloemspruit Wastewater Treatment Works
Free State,Mangaung MM,7.0,2022-02-15,ENV-NIC-22-0068,ENV-NIC-22-0068,Sterkwater Wastewater Treatment Works
Western Cape,Cape Town MM,2.0,2022-01-10,ENV-NIC-22-007,ENV-NIC-22-007,Zandvleit Wastewater Treatment Works
Gauteng,Ekurhuleni MM,8.0,2022-02-21,ENV-NIC-22-0072,ENV-NIC-22-0072,ERWAT Vlakplaat Wastewater Treatment Works
Gauteng,Johannesburg MM,8.0,2022-02-21,ENV-NIC-22-0073,ENV-NIC-22-0073,Goudkoppies Wastewater Treatment Works
Western Cape,Cape Town MM,2.0,2022-01-10,ENV-NIC-22-008,ENV-NIC-22-008,Borcherds Quarry Wastewater Treatment Works
KwaZulu-Natal,Ethekwini MM,8.0,2022-02-21,ENV-NIC-22-0080,ENV-NIC-22-0080,Central Wastewater Treatment Works (KZN)
KwaZulu-Natal,Ethekwini MM,8.0,2022-02-21,ENV-NIC-22-0081,ENV-NIC-22-0081,Northern Wastewater Treatment Works (KZN)
Gauteng,Tshwane MM,8.0,2022-02-22,ENV-NIC-22-0082,ENV-NIC-22-0082,Rooiwal Wastewater Treatment Works
Gauteng,Ekurhuleni MM,9.0,2022-03-01,ENV-NIC-22-0088,ENV-NIC-22-0088,Hartebeesfontein Waterworks
Gauteng,Tshwane MM,9.0,2022-03-01,ENV-NIC-22-0089,ENV-NIC-22-0089,Daspoort Wastewater Treatment Works
Gauteng,Johannesburg MM,9.0,2022-03-03,ENV-NIC-22-0096,ENV-NIC-22-0096,Northern Wastewater Treatment Works (GP)
Eastern Cape,Buffalo City MM,2.0,2022-01-11,ENV-NIC-22-010,ENV-NIC-22-010,Mdantsane Wastewater Treatment Works
Western Cape,Cape Town MM,10.0,2022-03-07,ENV-NIC-22-0100,ENV-NIC-22-0100,Zandvleit Wastewater Treatment Works
Western Cape,Cape Town MM,10.0,2022-03-07,ENV-NIC-22-0101,ENV-NIC-22-0101,Borcherds Quarry Wastewater Treatment Works
Eastern Cape,Nelson Mandela Bay MM,10.0,2022-03-08,ENV-NIC-22-0104,ENV-NIC-22-0104,Brickfield Pre-treatment Works
Eastern Cape,Nelson Mandela Bay MM,10.0,2022-03-08,ENV-NIC-22-0105,ENV-NIC-22-0105,Kwanobuhle Wastewater Treatment Works
Free State,Mangaung MM,11.0,2022-03-15,ENV-NIC-22-0126,ENV-NIC-22-0126,Bloemspruit Wastewater Treatment Works
Free State,Mangaung MM,11.0,2022-03-15,ENV-NIC-22-0127,ENV-NIC-22-0127,Sterkwater Wastewater Treatment Works
Gauteng,Tshwane MM,12.0,2022-03-22,ENV-NIC-22-0132,ENV-NIC-22-0132,Rooiwal Wastewater Treatment Works
Gauteng,Johannesburg MM,12.0,2022-03-22,ENV-NIC-22-0133,ENV-NIC-22-0133,Goudkoppies Wastewater Treatment Works
Gauteng,Ekurhuleni MM,12.0,2022-03-22,ENV-NIC-22-0134,ENV-NIC-22-0134,ERWAT Vlakplaat Wastewater Treatment Works
KwaZulu-Natal,Ethekwini MM,12.0,2022-03-22,ENV-NIC-22-0145,ENV-NIC-22-0145,Central Wastewater Treatment Works (KZN)
KwaZulu-Natal,Ethekwini MM,12.0,2022-03-22,ENV-NIC-22-0146,ENV-NIC-22-0146,Northern Wastewater Treatment Works (KZN)
Gauteng,Ekurhuleni MM,14.0,2022-04-05,ENV-NIC-22-0189,ENV-NIC-22-0189,Hartebeesfontein Waterworks
Gauteng,Tshwane MM,14.0,2022-04-05,ENV-NIC-22-0190,ENV-NIC-22-0190,Daspoort Wastewater Treatment Works
Gauteng,Johannesburg MM,14.0,2022-04-06,ENV-NIC-22-0192,ENV-NIC-22-0192,Northern Wastewater Treatment Works (GP)
Western Cape,Cape Town MM,15.0,2022-04-11,ENV-NIC-22-0204,ENV-NIC-22-0204,Zandvleit Wastewater Treatment Works
Western Cape,Cape Town MM,15.0,2022-04-11,ENV-NIC-22-0205,ENV-NIC-22-0205,Borcherds Quarry Wastewater Treatment Works
Eastern Cape,Nelson Mandela Bay MM,15.0,2022-04-11,ENV-NIC-22-0206,ENV-NIC-22-0206,Brickfield Pre-treatment Works
Eastern Cape,Buffalo City MM,15.0,2022-04-12,ENV-NIC-22-0223,ENV-NIC-22-0223,Mdantsane Wastewater Treatment Works
Free State,Mangaung MM,16.0,2022-04-19,ENV-NIC-22-0229,ENV-NIC-22-0229,Sterkwater Wastewater Treatment Works
Free State,Mangaung MM,16.0,2022-04-20,ENV-NIC-22-0232,ENV-NIC-22-0232,Bloemspruit Wastewater Treatment Works
Gauteng,Ekurhuleni MM,17.0,2022-04-25,ENV-NIC-22-0247,ENV-NIC-22-0247,ERWAT Vlakplaat Wastewater Treatment Works
Gauteng,Johannesburg MM,17.0,2022-04-25,ENV-NIC-22-0248,ENV-NIC-22-0248,Goudkoppies Wastewater Treatment Works
Gauteng,Tshwane MM,17.0,2022-04-25,ENV-NIC-22-0249,ENV-NIC-22-0249,Rooiwal Wastewater Treatment Works
KwaZulu-Natal,Ethekwini MM,17.0,2022-04-25,ENV-NIC-22-0250,ENV-NIC-22-0250,Central Wastewater Treatment Works (KZN)
Gauteng,Tshwane MM,18.0,2022-05-03,ENV-NIC-22-0272,ENV-NIC-22-0272,Daspoort Wastewater Treatment Works
Gauteng,Johannesburg MM,18.0,2022-05-03,ENV-NIC-22-0273,ENV-NIC-22-0273,Northern Wastewater Treatment Works (GP)
Gauteng,Ekurhuleni MM,18.0,2022-05-03,ENV-NIC-22-0274,ENV-NIC-22-0274,Hartebeesfontein Waterworks
Western Cape,Cape Town MM,19.0,2022-05-09,ENV-NIC-22-0300,ENV-NIC-22-0300,Borcherds Quarry Wastewater Treatment Works
Western Cape,Cape Town MM,19.0,2022-05-09,ENV-NIC-22-0301,ENV-NIC-22-0301,Zandvleit Wastewater Treatment Works
Eastern Cape,Buffalo City MM,19.0,2022-05-10,ENV-NIC-22-0311,ENV-NIC-22-0311,Mdantsane Wastewater Treatment Works
Eastern Cape,Buffalo City MM,19.0,2022-05-10,ENV-NIC-22-0312,ENV-NIC-22-0312,East Bank Wastewater Treatment Works
Eastern Cape,Nelson Mandela Bay MM,19.0,2022-05-10,ENV-NIC-22-0313,ENV-NIC-22-0313,Brickfield Pre-treatment Works
Eastern Cape,Nelson Mandela Bay MM,19.0,2022-05-10,ENV-NIC-22-0314,ENV-NIC-22-0314,Kwanobuhle Wastewater Treatment Works
Free State,Mangaung MM,20.0,2022-05-17,ENV-NIC-22-0321,ENV-NIC-22-0321,Bloemspruit Wastewater Treatment Works
Free State,Mangaung MM,20.0,2022-05-17,ENV-NIC-22-0322,ENV-NIC-22-0322,Sterkwater Wastewater Treatment Works
Gauteng,Johannesburg MM,21.0,2022-05-24,ENV-NIC-22-0358,ENV-NIC-22-0358,Goudkoppies Wastewater Treatment Works
Gauteng,Tshwane MM,21.0,2022-05-24,ENV-NIC-22-0391,ENV-NIC-22-0391,Rooiwal Wastewater Treatment Works
Gauteng,Ekurhuleni MM,23.0,2022-06-07,ENV-NIC-22-0411,ENV-NIC-22-0411,Hartebeesfontein Waterworks
Gauteng,Johannesburg MM,25.0,2022-06-21,ENV-NIC-22-0424,ENV-NIC-22-0424,Northern Wastewater Treatment Works (GP)
Gauteng,Johannesburg MM,26.0,2022-06-27,ENV-NIC-22-0486,ENV-NIC-22-0486,Goudkoppies Wastewater Treatment Works
Gauteng,Ekurhuleni MM,26.0,2022-06-27,ENV-NIC-22-0487,ENV-NIC-22-0487,ERWAT Vlakplaat Wastewater Treatment Works
Gauteng,Tshwane MM,26.0,2022-06-28,ENV-NIC-22-0488,ENV-NIC-22-0488,Rooiwal Wastewater Treatment Works
Gauteng,Ekurhuleni MM,27.0,2022-07-05,ENV-NIC-22-0502,ENV-NIC-22-0502,Hartebeesfontein Waterworks
KwaZulu-Natal,Ethekwini MM,27.0,2022-07-04,ENV-NIC-22-0503,ENV-NIC-22-0503,Central Wastewater Treatment Works (KZN)
Gauteng,Tshwane MM,27.0,2022-07-05,ENV-NIC-22-0504,ENV-NIC-22-0504,Daspoort Wastewater Treatment Works
Gauteng,Johannesburg MM,30.0,2022-07-26,ENV-NIC-22-0610,ENV-NIC-22-0610,Goudkoppies Wastewater Treatment Works
Gauteng,Tshwane MM,30.0,2022-07-27,ENV-NIC-22-0614,ENV-NIC-22-0614,Rooiwal Wastewater Treatment Works
Gauteng,Ekurhuleni MM,30.0,2022-07-26,ENV-NIC-22-0615,ENV-NIC-22-0615,ERWAT Vlakplaat Wastewater Treatment Works
Gauteng,Ekurhuleni MM,31.0,2022-08-02,ENV-NIC-22-0619,ENV-NIC-22-0619,Hartebeesfontein Waterworks
Gauteng,Tshwane MM,31.0,2022-08-03,ENV-NIC-22-0626,ENV-NIC-22-0626,Daspoort Wastewater Treatment Works
Western Cape,Cape Town MM,32.0,2022-08-10,ENV-NIC-22-0635,ENV-NIC-22-0635,Borcherds Quarry Wastewater Treatment Works
Eastern Cape,Nelson Mandela Bay MM,32.0,2022-08-10,ENV-NIC-22-0644,ENV-NIC-22-0644,Kwanobuhle Wastewater Treatment Works
Eastern Cape,Nelson Mandela Bay MM,32.0,2022-08-10,ENV-NIC-22-0645,ENV-NIC-22-0645,Brickfield Pre-treatment Works
Free State,Mangaung MM,33.0,2022-08-16,ENV-NIC-22-0646,ENV-NIC-22-0646,Bloemspruit Wastewater Treatment Works
Free State,Mangaung MM,33.0,2022-08-16,ENV-NIC-22-0647,ENV-NIC-22-0647,Sterkwater Wastewater Treatment Works
Eastern Cape,Buffalo City MM,33.0,2022-08-16,ENV-NIC-22-0648,ENV-NIC-22-0648,East Bank Wastewater Treatment Works
Eastern Cape,Buffalo City MM,33.0,2022-08-16,ENV-NIC-22-0649,ENV-NIC-22-0649,Mdantsane Wastewater Treatment Works
KwaZulu-Natal,Ethekwini MM,34.0,2022-08-22,ENV-NIC-22-0669,ENV-NIC-22-0669,Central Wastewater Treatment Works (KZN)
Gauteng,Ekurhuleni MM,34.0,2022-08-23,ENV-NIC-22-0670,ENV-NIC-22-0670,ERWAT Vlakplaat Wastewater Treatment Works
Gauteng,Johannesburg MM,34.0,2022-08-23,ENV-NIC-22-0671,ENV-NIC-22-0671,Goudkoppies Wastewater Treatment Works
Gauteng,Tshwane MM,34.0,2022-08-25,ENV-NIC-22-0681,ENV-NIC-22-0681,Rooiwal Wastewater Treatment Works
Gauteng,Ekurhuleni MM,36.0,2022-09-06,ENV-NIC-22-0717,ENV-NIC-22-0717,Hartebeesfontein Waterworks
Gauteng,Tshwane MM,36.0,2022-09-07,ENV-NIC-22-0718,ENV-NIC-22-0718,Daspoort Wastewater Treatment Works
Gauteng,Johannesburg MM,37.0,2022-09-13,ENV-NIC-22-0734,ENV-NIC-22-0734,Northern Wastewater Treatment Works (GP)
Free State,Mangaung MM,38.0,2022-09-20,ENV-NIC-22-0755,ENV-NIC-22-0755,Sterkwater Wastewater Treatment Works
Free State,Mangaung MM,38.0,2022-09-20,ENV-NIC-22-0756,ENV-NIC-22-0756,Bloemspruit Wastewater Treatment Works
KwaZulu-Natal,Ethekwini MM,39.0,2022-09-26,ENV-NIC-22-0764,ENV-NIC-22-0764,Central Wastewater Treatment Works (KZN)
